Signatur;Titel;Form und Inhalt;Entstehungszeitraum;Bemerkungen zur Datierung;Bemerkungen zum Umfang;Sprachen;ID
B-I-PHILD-1;Thomas Mann an Charles W. Phillips;Durchschlag zum Brief vom 13.06.1940 ohne Ort, gem�ss Regesten aus Princeton, maschinenschriftlich;13.06.1940;Daten fehlen;1 Bl./1 S.;Englisch;110100
B-I-PHILE-1;Thomas Mann an Sidney G. Phillips;Durchschlag zum Brief vom 12.07.1945 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;12.07.1945;Daten fehlen;1 Bl./1 S.;Englisch;105273
B-I-PHILE-2;Thomas Mann an Sidney G. Phillips;Durchschlag zum Brief vom 15.10.1945 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;15.10.1945;Daten fehlen;1 Bl./1 S.;Englisch;85823
B-I-PHILE-3;Thomas Mann an Sidney G. Phillips;Durchschlag zum Brief vom 11.12.1945 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;11.12.1945;Daten fehlen;1 Bl./1 S.;Englisch;35482
B-I-PHILE-4;Thomas Mann an Sidney G. Phillips;Durchschlag zum Brief vom 14.06.1946 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;14.06.1946;Daten fehlen;1 Bl./1 S.;Englisch;51378
B-I-PHILE-5;Thomas Mann an Sidney G. Phillips;Durchschlag zum Brief vom 23.03.1947 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;23.03.1947;Daten fehlen;1 Bl./1 S.;Englisch;66060
B-I-PHILE-6;Thomas Mann an Sidney G. Phillips;"Briefentwurf zum Brief vom 10.06.1947 ohne Ort, gem�ss Regesten aus Z�rich, maschinenschriftlich.
Zus�tzlich vermerkt: Korrekturen von Klaus Mann, handschriftlich";10.06.1947;Daten fehlen;3 Bl./3 S.;Englisch;83014
B-I-PHILE-7;Thomas Mann an Sidney G. Phillips;Durchschlag zum Brief vom 26.09.1947 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;26.09.1947;Daten fehlen;4 Bl./4 S.;Englisch;118462
B-I-PHILE-8;Thomas Mann an Sidney G. Phillips;Durchschlag zum Brief vom 18.10.1947 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;18.10.1947;Daten fehlen;1 Bl./1 S.;Englisch;133377
B-I-PHILF-1;Thomas Mann an Herrn [?] Phillips;Kopie des Briefes vom 10.03.1926 aus M�nchen, maschinenschriftlich;10.03.1926;Daten fehlen;1 Bl./1 S.;Deutsch;86806
B-I-PHILG-1;Thomas Mann an Wilbur C. Phillips;Durchschlag zum Brief vom 20.05.1940 ohne Ort, gem�ss Regesten aus Princeton, maschinenschriftlich;20.05.1940;Daten fehlen;1 Bl./1 S.;Englisch;125166
B-I-PHILH-1;Thomas Mann an Philosophic Abstracts;Durchschlag zum Brief vom 21.07.1941 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;21.07.1941;Daten fehlen;1 Bl./1 S.;Englisch;51118
B-I-PIDO-1;Thomas Mann, Katia Mann und Leonhard Franck an Ester von Pidoll;Auktionskatalogsauszug zum Brief vom 09.05.1936 aus Wien, gedruckt (fragmentarisch);09.05.1936;Daten fehlen;2 Bl./2 S.;Deutsch;120656
B-I-PIEC-1;Thomas Mann an Wilhelm Pieck;Kopie des Briefes vom 16.03.1950 aus Pacific Palisades, handschriftlich;16.03.1950;Daten fehlen;1 Bl./1 S.;Deutsch;51635
B-I-PIER-1;Thomas Mann an H. W. Pier;Durchschlag zum Brief vom 30.07.1944 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;30.07.1944;Daten fehlen;1 Bl./1 S.;Englisch;103876
B-I-PIERE-1;Thomas Mann an Mary Elizabeth Pierce;"Durchschlag zum Brief vom 05.05.1939 ohne Ort, gem�ss Regesten aus Princeton, maschinenschriftlich.
Zus�tzlich vermerkt: Anmerkung, maschinenschriftlich";05.05.1939;Daten fehlen;1 Bl./1 S.;Englisch;42696
B-I-PIERJ-1;Thomas Mann an Josephine K. Piercy;Durchschlag zum Brief vom 29.11.1940 ohne Ort, gem�ss Regesten aus Princeton, maschinenschriftlich;29.11.1940;Daten fehlen;1 Bl./1 S.;Englisch;132070
B-I-PIERQ-1;Thomas Mann an L�on Pierre-Quint;Kopie der Briefkarte vom 30.08.1909 aus Bad T�lz, handschriftlich;30.08.1909;Daten fehlen;1 Bl./2 S.;Deutsch;55528
B-I-PILA-1;Thomas Mann an Richard Pilant;Durchschlag zum Brief vom 15.12.1942 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;15.12.1942;Daten fehlen;1 Bl./1 S.;Englisch;27220
B-I-PILO-1;Thomas Mann an Massimo Pilotti;Durchschlag zum Brief vom 30.03.1935 aus K�snacht, maschinenschriftlich;30.03.1935;Daten fehlen;1 Bl./2 S.;Deutsch;87601
B-I-PINC-1;Thomas Mann an Mrs. Gifford Pinchot;Durchschlag zum Brief vom 03.02.1940 ohne Ort, gem�ss Regesten aus Princeton, maschinenschriftlich;03.02.1940;Daten fehlen;1 Bl./1 S.;Deutsch;88152
B-I-PINN-1;Thomas Mann an Eugen Pinner;Auktionskatalogsauszug zum Brief vom 30.12.1928 aus M�nchen, gedruckt (fragmentarisch);30.12.1928;Daten fehlen;1 Bl./1 S.;Deutsch;57442
B-I-PINN-2;Thomas Mann an Eugen Pinner;Auktionskatalogsauszug zum Briefumschlag vom 04.02.1929 aus M�nchen, gedruckt (fragmentarisch);04.02.1929;Daten fehlen;1 Bl./1 S.;Deutsch;87471
B-I-PINN-3;Thomas Mann an Eugen Pinner;Nachweis zum Brief vom 07.03.1929 aus M�nchen;07.03.1929;Daten fehlen;Daten fehlen;Deutsch;119503
B-I-PINN-4;Thomas Mann an Eugen Pinner;Auktionskatalogsauszug zum Brief vom 01.01.1930 aus M�nchen, gedruckt (fragmentarisch);01.01.1930;Daten fehlen;1 Bl./1 S.;Deutsch;72502
B-I-PINN-5;Thomas Mann an Eugen Pinner;Nachweis zum Brief vom 13.11.1930 aus M�nchen;13.11.1930;Daten fehlen;Daten fehlen;Deutsch;45499
B-I-PINN-6;Thomas Mann an Eugen Pinner;Nachweis zum Brief vom 21.12.1932 aus M�nchen;21.12.1932;Daten fehlen;Daten fehlen;Deutsch;94780
B-I-PINR-1.1;Thomas Mann an Mrs. R. Pinner;Durchschlag zum Brief vom 23.09.1945 aus Pacific Palisades, maschinenschriftlich;23.09.1945;Daten fehlen;1 Bl./1 S.;Deutsch;47137
B-I-PINR-1.2;Thomas Mann an Mrs. R. Pinner;Negativkopie des Briefes vom 23.09.1945 aus Pacific Palisades, maschinenschriftlich;23.09.1945;Daten fehlen;1 Bl./1 S.;Deutsch;98185
B-I-PINR-1.3;Thomas Mann an Mrs. R. Pinner;Abschrift eines fragmentarischen Abdrucks des Briefes vom 23.09.1945 aus Pacific Palisades, maschinenschriftlich;23.09.1945;Daten fehlen;1 Bl./1 S.;Deutsch;120211
B-I-PINS-1;Thomas Mann an Koppel S. Pinson;Durchschlag zum Brief vom 30.03.1945 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;30.03.1945;Daten fehlen;1 Bl./1 S.;Englisch;130973
B-I-PIPC-1;Thomas Mann an R. Piper + Co;Auktsionskatalogsauszug zur Postkarte vom 20.10.1905 aus M�nchen, gedruckt;20.10.1905;Daten fehlen;1 Bl./1 S.;Deutsch;40895
B-I-PIPE-1;Thomas Mann an Reinhard Piper;Kopie des Briefes vom 03.02.1914 aus M�nchen, handschriftlich;03.02.1914;Daten fehlen;2 Bl./2 S.;Deutsch;79750
B-I-PIPE-2;Thomas Mann an Reinhard Piper;Kopie des Briefes vom 30.09.1915 aus M�nchen, handschriftlich;30.09.1915;Daten fehlen;1 Bl./1 S.;Deutsch;115685
B-I-PIPR-1;Thomas Mann an Richard Pipes;Durchschlag zum Brief vom 02.12.1940 ohne Ort, gem�ss Regesten aus Princeton, maschinenschriftlich;02.12.1940;Daten fehlen;1 Bl./1 S.;Englisch;66225
B-I-PISC-1;Thomas Mann an Erwin Piscator;Auktionskatalogsauszug zum Brief vom 04.05.1939 aus Princeton, gedruckt (fragmentarisch);04.05.1939;Daten fehlen;1 Bl./1 S.;Deutsch;83269
B-I-PISC-2;Thomas Mann an Erwin Piscator;Durchschlag zum Brief vom 12.02.1945 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;12.02.1945;Daten fehlen;1 Bl./1 S.;Deutsch;37618
B-I-PISC-3;Thomas Mann an Erwin Piscator;Durchschlag zum Brief vom 06.02.1945 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;06.02.1945;Daten fehlen;1 Bl./1 S.;Englisch;78334
B-I-PITT-1;Thomas Mann an Anna Pittermanov�;Abschrift einer fragmentarischen Publikation des Briefes von 1929 aus M�nchen, maschinenschriftlich;1929;Daten fehlen;1 Bl./1 S.;Deutsch;123383
B-I-PIXI-1;Thomas Mann an Ada Pixis;Kopie des Briefes vom 16.10.1949 aus Pacific Palisades, handschriftlich;16.10.1949;Daten fehlen;2 Bl./2 S.;Deutsch;48063
B-I-PLAA-1;Thomas Mann an Hans Plaas;Kopie der Postkarte vom 04.11.1921 aus M�nchen, handschriftlich;04.11.1921;Daten fehlen;1 Bl./2 S.;Deutsch;55934
B-I-PLAC-1;Thomas Mann an Adolf K. Placzek;"Negativkopie des Briefes vom 09.05.1952 aus Pacific Palisades, handschriftlich.
Negativkopie des Briefumschlags";09.05.1952;Daten fehlen;2 Bl./2 S. + 2 Bl./2 S.;Deutsch;24614
B-I-PLAH-1;Thomas Mann an Hildegard Platzer;"Dankeskarte, Original, aus Kilchberg, gedruckt.
Briefumschlag, Name darauf ""Platner"" geschrieben.";22.10.1947;Daten fehlen;1 Karte/2 S. + 1 Briefumschlag;Deutsch;56882
B-I-PLAT-1;Thomas Mann an Martin Platzer;"Brief, Original, aus M�nchen, handschriftlich.
Briefumschlag";14.10.1920;Daten fehlen;1 Bl./4 S. + 1 Briefumschlag;Deutsch;26153
B-I-PLAT-2;Thomas Mann an Martin Platzer;Ansichtskarte, Original, aus M�nchen, handschriftlich;04.02.1921;Daten fehlen;1 Karte/2 S.;Deutsch;62572
B-I-PLAT-3;Thomas Mann an Martin Platzer;"Brief, Original, aus M�nchen, handschriftlich
Briefumschlag";03.04.1921;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;64325
B-I-PLAT-4;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;16.04.1921;Daten fehlen;1 Karte/2 S.;Deutsch;78245
B-I-PLAT-5;Thomas Mann an Martin Platzer;Ansichtskarte, Original, aus Feldafing, handschriftlich;06.05.1921;Daten fehlen;1 Karte/2 S.;Deutsch;106178
B-I-PLAT-6;Thomas Mann an Martin Platzer;"Brief, Original, aus M�nchen, maschinenschriftlich.
Zus�tzlich vermerkt: Verweis auf R�ckseite, Anmerkung zum Brief, verfasst von Thomas Mann, handschriftlich.
Briefumschlag";26.11.1921;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;37134
B-I-PLAT-7;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;11.07.1922;Daten fehlen;1 Karte/2 S.;Deutsch;57873
B-I-PLAT-8;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;06.10.1922;Daten fehlen;1 Karte/2 S.;Deutsch;95699
B-I-PLAT-9;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;20.12.1922;Daten fehlen;1 Karte/2 S.;Deutsch;56802
B-I-PLAT-10;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;08.09.1923;Daten fehlen;1 Karte/2 S.;Deutsch;38065
B-I-PLAT-11;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;16.09.1923;Daten fehlen;1 Karte/2 S.;Deutsch;106799
B-I-PLAT-12;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;17.01.1924;Daten fehlen;1 Karte/2 S.;Deutsch;92677
B-I-PLAT-13;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;10.03.1924;Daten fehlen;1 Karte/2 S.;Deutsch;111182
B-I-PLAT-14;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;30.10.1924;Daten fehlen;1 Karte/2 S.;Deutsch;101090
B-I-PLAT-15;Thomas Mann an Martin Platzer;"Brief, Original, aus M�nchen, maschinenschriftlich.
Briefumschlag";04.01.1925;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;123611
B-I-PLAT-16;Thomas Mann an Martin Platzer;"Brief, Original, aus M�nchen, maschinenschriftlich.
Briefumschlag.";19.01.1925;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;133040
B-I-PLAT-17;Thomas Mann an Martin Platzer;"Dankeskarte, Original, aus M�nchen, gedruckt.
Briefumschlag";07.06.1925;Datum der Briefkarte, Datum des Poststempels 12.06.1925;1 Karte/1 S. + 1 Briefumschlag;Deutsch;127261
B-I-PLAT-18;Thomas Mann an Martin Platzer;"Brief, Original, aus M�nchen, maschinenschriftlich.
Briefumschlag";01.11.1925;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;76039
B-I-PLAT-19;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;10.02.1926;Daten fehlen;1 Karte/2 S.;Deutsch;37496
B-I-PLAT-20;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;19.02.1927;Daten fehlen;1 Karte/2 S.;Deutsch;58592
B-I-PLAT-21;Thomas Mann an Martin Platzer;"Brief, Original, aus M�nchen, maschinenschriftlich.
Briefumschlag";24.02.1927;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;116498
B-I-PLAT-22;Thomas Mann an Martin Platzer;"Briefkarte, Original, aus M�nchen, handschriftlich.
Briefumschlag.";10.04.1927;Daten fehlen;1 Karte/2 S. + 1 Briefumschlag;Deutsch;79530
B-I-PLAT-23;Thomas Mann an Martin Platzer;"Briefkarte, Original, aus M�nchen, handschriftlich.
Briefumschlag";04.06.1927;Daten fehlen;1 Karte/2 S. + 1 Briefumschlag;Deutsch;114592
B-I-PLAT-24;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;26.07.1928;Daten fehlen;1 Karte/2 S.;Deutsch;66619
B-I-PLAT-25;Thomas Mann an Martin Platzer;Kopie der Briefkarte vom 15.11.1928 aus M�nchen, handschriftlich;15.11.1928;Daten fehlen;1 Bl./1 S.;Deutsch;106050
B-I-PLAT-26;Thomas Mann an Martin Platzer;Briefumschlag, Original, ohne Ort und ohne Datum mit Poststempel aus M�nchen, handschriftlich;21.12.1928;Ohne Datum, mit Poststempel vom 21.12.1928;1 Briefumschlag;Deutsch;84860
B-I-PLAT-27;Thomas Mann an Martin Platzer;"Adressaufkleber aus M�nchen ohne Datum mit Poststempel, handschriftlich (Empf�nger) und gestempelt (Absender).
Zus�tzlich vermerkt: Vermerk ""Drucks."" ist durchgestrichen und durch P�ckchen ersetzt.";11.11.1929;Daten fehlen;1 Karte/1 S.;Deutsch;25390
B-I-PLAT-28;Thomas Mann an Martin Platzer;Ansichtskarte, Original, aus M�nchen, handschriftlich;24.12.1929;Daten fehlen;1 Karte/2 S.;Deutsch;140920
B-I-PLAT-29;Thomas Mann an Martin Platzer;Postkarte, Original, aus M�nchen, handschriftlich;09.06.1930;Daten fehlen;1 Karte/2 S.;Deutsch;47242
B-I-PLAT-30;Thomas Mann an Martin Platzer;Postkarte, Original, aus St. Moritz, handschriftlich;07.02.1932;Daten fehlen;1 Karte/2 S.;Deutsch;51575
B-I-PLAT-31;Thomas Mann an Martin Platzer;"Brief, Original, aus Nidden, maschinenschriftlich.
Briefumschlag";26.07.1932;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;33637
B-I-PLAT-32;Thomas Mann an Martin Platzer;Ansichtskarte, Original, aus Nidden, handschriftlich;26.08.1932;Daten fehlen;1 Karte/2 S.;Deutsch;36652
B-I-PLAT-33;Thomas Mann an Martin Platzer;"Brief, Original, aus K�snacht, handschriftlich.
Briefumschlag";09.11.1935;Daten fehlen;1 Blatt/2 S. + 1 Briefumschlag;Deutsch;55982
B-I-PLAT-34;Thomas Mann an Martin Platzer;Postkarte, Original, aus K�snacht, handschriftlich;01.07.1936;Daten fehlen;1 Karte/2 S.;Deutsch;101574
B-I-PLAT-35;Thomas Mann an Martin Platzer;Postkarte, Original, aus K�snacht, handschriftlich;11.08.1936;Daten fehlen;1 Karte/2 S.;Deutsch;35992
B-I-PLAT-36;Briefumschlag f�r Aufbewahrung der Korrespondenz von Thomas Mann an Martin Platzer?;"Briefumschlag, Original, ohne Ort, Empf�nger und Datum, angeschrieben mit Thomas Mann, handschriftlich.
Zus�tzlich vermerkt: ""Handschrift von Martin Platzer. Dieser Umschlag machte die Flucht von Eisenach �ber Berlin und M�nchen mit. H. Pl."" in Tinte und Aufl�sung von ""H. Pl."" als Hildegard in Bleistift.";ca. 1936;Ohne Datum, letzter Brief von Thomas Mann an Martin Platzer im TMA datiert von 1936.;1 Briefumschlag;Deutsch;123606
B-I-PLAU-1;Thomas Mann an Alfred Plaut;Kopie des Briefes vom 19.02.1941 aus Princeton, maschinenschriftlich;19.02.1941;Daten fehlen;1 Bl./1 S.;Deutsch;113276
B-I-PLAUT-1;Thomas Mann an Paul Plaut;"Kopie des Briefes vom 11.07.1927 aus M�nchen, handschriftlich.
Beilage: Kopie einer Ver�ffentlichung des Briefes, gedruckt";11.07.1927;Daten fehlen;2 Bl./4 S. + 2 Bl./2 S.;Deutsch;117491
B-I-PLAUT-2;Thomas Mann an Paul Plaut;Kopie des Briefes vom 1 Bl./1 S. aus M�nchen, maschinenschriftlich;16.09.1927;Daten fehlen;1 Bl./1 S.;Deutsch;119047
B-I-PMNY-1;Thomas Mann an den Editor of PM;Kopie des Briefes vom 29.06.1945 aus Chicago, maschinenschriftlich;29.06.1945;Daten fehlen;1 Bl./1 S.;Deutsch;117641
B-I-POBE-1;Thomas Mann an Jiri Pober;Durchschlag zum Brief vom 07.10.1948 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;07.10.1948;Daten fehlen;1 Bl./1 S.;Englisch;60343
B-I-POBE-2;Thomas Mann an Jiri Pober;Durchschlag zum Brief vom 12.01.1949 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;12.01.1949;Daten fehlen;1 Bl./1 S.;Englisch;25817
B-I-POBE-3;Thomas Mann an Jiri Pober;Durchschlag zum Brief vom 30.03.1949 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;30.03.1949;Daten fehlen;1 Bl./1 S.;Englisch;56561
B-I-POCA-1;Thomas Mann an Ervino Pocar;Kopie des Briefes vom 13.03.1948 aus Pacific Palisades, maschinenschriftlich;13.03.1948;Daten fehlen;1 Bl./1 S.;Deutsch;24694
B-I-POCA-2;Thomas Mann an Ervino Pocar;Durchschlag zum Brief vom 13.06.1948 aus Pacific Palisades, maschinenschriftlich;13.06.1948;Daten fehlen;1 Bl./2 S.;Deutsch;44659
B-I-POCA-3;Thomas Mann an Ervino Pocar;Kopie des Briefes vom 10.09.1948 aus Pacific Palisades, handschriftlich;10.09.1948;Daten fehlen;1 Bl./1 S.;Deutsch;41788
B-I-POCA-4;Thomas Mann an Ervino Pocar;Kopie des Briefes vom 04.03.1955 aus Kilchberg, handschriftlich;04.03.1955;Daten fehlen;1 Bl./1 S.;Deutsch;86920
B-I-POGG-1;Thomas Mann an Renato Poggioli;Durchschlag zum Brief vom 05.09.1945 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;05.09.1945;Daten fehlen;1 Bl./1 S.;Deutsch;70417
B-I-POKO-1.1;Thomas Mann an Richard Pokorny;"Kopie des Briefes vom 20.02.1949 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";20.02.1949;Daten fehlen;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;78185
B-I-POKO-1.2;Thomas Mann an Richard Pokorny;Abschrift des Briefes vom 20.02.1949 aus Pacific Palisades, maschinenschriftlich;20.02.1949;Daten fehlen;1 Bl./1 S.;Deutsch;84723
B-I-POLA-1;Thomas Mann an Orville S. Poland, Civil Liberties Committee of Massachusetts;Durchschlag zum Brief vom 07.11.1938 ohne Ort, gem�ss Regesten aus Princeton, maschinenschriftlich;07.11.1938;Daten fehlen;1 Bl./1 S.;Englisch;28058
B-I-POLI-1;"Thomas Mann an die ""Politiken""";"Nachweis des handschriftlichen Briefentwurfs und einer maschinenschriftlichen Abschrift zum Brief von 1924 ohne Ort, gem�ss Regesten aus M�nchen.
Zus�tzlich vermerkt: Antwort auf eine Rundfrage";1924;Daten fehlen;Daten fehlen;Deutsch;109038
B-I-POLIH-1;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 02.06.1941 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";02.06.1941;Daten fehlen;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;80095
B-I-POLIH-2;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 12.12.1945 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";12.12.1945;Ohne Datum, mit Poststempel vom 12.12.1945;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;115913
B-I-POLIH-3.1;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 05.04.1946 aus Pacific Palisades, maschinenschriftlich.
Kopie des Briefumschlags";05.04.1946;Daten fehlen;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;25852
B-I-POLIH-3.2;Thomas Mann an Heinz Politzer;Abschrift des Briefes vom 05.04.1946 aus Pacific Palisades, maschinenschriftlich;05.04.1946;Daten fehlen;2 Bl./2 S.;Deutsch;71300
B-I-POLIH-4;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 02.09.1947 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";02.09.1947;Daten fehlen;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;104813
B-I-POLIH-5;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 08.10.1947 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";08.10.1947;Daten fehlen;3 Bl./3 S. + 1 Bl./1 S.;Deutsch;128745
B-I-POLIH-6;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 20.12.1947 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";20.12.1947;Daten fehlen;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;44263
B-I-POLIH-7;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 03.04.1948 aus Pacific Palisades, maschinenschriftlich.
Kopie des Briefumschlags";03.04.1948;Daten fehlen;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;103042
B-I-POLIH-8;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 03.12.1948 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";03.12.1948;Daten fehlen;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;100068
B-I-POLIH-9;Thomas Mann an Heinz Politzer;"Kopie des Briefes vom 05.12.1949 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";05.12.1949;Daten fehlen;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;70597
B-I-POLII-1;Thomas Mann an Ilse Politzer;"Durchschlag zum Brief vom 07.11.1947 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich.
Beilage: Empfehlungsschreiben an Unbekannt f�r Heinz Politzer";07.11.1947;Daten fehlen;1 Bl./1 S. + 1 Bl./1 S.;"Deutsch; Englisch";136069
B-I-POLIZ-1;Thomas Mann an die Polizeidirektion M�nchen;Kopie des Briefes vom 17.02.1934 aus K�snacht, maschinenschriftlich;17.02.1934;Daten fehlen;1 Bl./1 S.;Deutsch;62024
B-I-POLLA-1;Thomas Mann an Sigmund Pollag;Negativkopie des Briefes vom 04.11.1947 aus Pacific Palisades, maschinenschriftlich;04.11.1947;Daten fehlen;2 Bl./2 S.;Deutsch;40739
B-I-POLLB-1;Thomas Mann an Hans Pollak;Durchschlag zum Brief vom 29.12.1946 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;29.12.1946;Daten fehlen;1 Bl./2 S.;Deutsch;92502
B-I-POLLC-1;Thomas Mann an Alice Pollard;Durchschlag zum Brief vom 29.12.1946 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;29.12.1946;Daten fehlen;1 Bl./1 S.;Deutsch;90199
B-I-POLLD-1;Thomas Mann an Elizabeth M. Pollak;Durchschlag zum Brief vom 29.12.1946 ohne Ort, gem�ss Regesten aus Pacific Palisades, maschinenschriftlich;29.12.1946;Daten fehlen;1 Bl./1 S.;Deutsch;54248
B-I-POLO-1.1;"Thomas Mann an die Redaktion von ""Pologne Litt�raire"", Warschau, oder an den Internationalen PEN-Kongress, Warschau";Nachweis des maschinenschriftlichen Durchschlags zum Brief vom 28.05.1930 aus M�nchen;28.05.1930;Daten fehlen;4 Bl./4 S.;Deutsch;76405
B-I-POLO-1.2;"Thomas Mann an die Redaktion von ""Pologne Litt�raire"", Warschau, oder an den Internationalen PEN-Kongress, Warschau";"Kopie einer Abschrift des Briefes vom 28.05.1930 aus M�nchen, maschinenschriftlich.
Beilage: Kopie einer Kurzbeschreibung.";28.05.1930;Daten fehlen;3 Bl./3 S. + 1 Bl./1 S.;Deutsch;89449
B-I-POLOA-1;Thomas Mann an Abe Polonski;Kopie des Briefes vom 03.04.1950 aus Pacific Palisades, maschinenschriftlich;03.04.1950;Daten fehlen;1 Bl./1 S.;Englisch;110449
B-I-POLZ-1.1;Thomas Mann an Victor Polzer;Abschrift des Briefes vom 18.11.1937 aus K�snacht, maschinenschriftlich;18.11.1937;Daten fehlen;1 Bl./1 S.;Deutsch;58803
B-I-POLZ-1.2;Thomas Mann an Victor Polzer;Durchschlag einer Abschrift des Briefes vom 18.11.1937 aus K�snacht, maschinenschriftlich;18.11.1937;Daten fehlen;1 Bl./1 S.;Deutsch;75999
B-I-POLZ-2.1;Thomas Mann an Victor Polzer;Durchschlag einer Abschrift des Briefes vom 23.03.1940 aus Princeton, maschinenschriftlich;23.03.1940;Daten fehlen;2 Bl./2 S.;Deutsch;127328
B-I-POLZ-2.2;Thomas Mann an Victor Polzer;Durchschlag einer Abschrift des Briefes vom 23.03.1940 aus Princeton, maschinenschriftlich;23.03.1940;Daten fehlen;3 Bl./3 S.;Deutsch;138180
